time,close,high,low,open,volumefrom,volumeto
1473292800,625.57,629.3,611.25,613.21,36328.29,22710390.64
1473379200,623.16,627.58,617.32,625.57,28333.32,17710151.19
1473465600,624.52,627.45,621.07,623.16,15279.28,9600113.74
1473552000,605.61,630.77,592.79,624.52,36543.99,22467346.61
1473638400,607.98,610.62,603.03,605.61,27944.86,17058938.65
1473724800,608.61,612.03,604.87,607.98,27515.13,16850869.45
1473811200,609.54,612.16,606.39,608.61,24244.49,14878860.18
1473897600,608.11,610.73,605.1,609.54,22687.24,13892193.46
1473984000,607.78,610.36,605.15,608.11,21847.03,13353736.94
1474070400,607.08,609.61,604.52,607.78,15894.29,9724490.11
1474156800,610.7,612.38,605.22,607.08,16329.91,10004923.58
1474243200,609.85,612.41,606.99,610.7,21236.53,12981851.28
1474329600,609.24,611.27,605.93,609.85,22607.66,13809380.94
1474416000,597.16,608.82,591.69,609.24,36862.36,22059386.51
1474502400,595.63,599.78,592.83,597.16,22441.49,13463966.31
1474588800,602.92,603.7,594.11,595.63,25921.89,15567036.24
1474675200,602.59,605.92,600.5,602.92,13472.8,8196210.74
1474761600,601.49,604.87,598.35,602.59,13278.03,8038079.81
1474848000,606.54,608.46,598.17,601.49,27504.57,16700407.53
1474934400,605.47,608.97,601.73,606.54,25546.7,15534315.77
1475020800,604.67,606.9,602.62,605.47,18936.2,11485005.36
1475107200,604.7,607.23,602.01,604.67,25321.05,15403975.48
1475193600,608.14,608.78,602.25,604.7,23952.58,14534745.84
1475280000,613.41,615,607.07,608.14,16932.63,10415543.03
1475366400,610.69,614.21,607.67,613.41,16534.52,10096653.77
1475452800,611.6,613.2,608.47,610.69,21946.12,13462741.8
1475539200,608.96,612.68,606.5,611.6,24993.32,15300692.52
1475625600,611.82,613.65,607.98,608.96,23401.3,14360536.88
1475712000,610.97,612.68,608.54,611.82,21625.57,13276337.45
1475798400,616.03,619.43,609.12,610.97,32725.06,20167399.2
1475884800,617.65,619.56,614.88,616.03,13620.86,8467434
1475971200,615.77,618.35,613.01,617.65,13430.26,8320759.4
1476057600,617.29,618.81,612.76,615.77,25230.93,15597892.34
1476144000,640.45,642.35,615.6,617.29,55765.89,35367127.91
1476230400,635.99,642.51,632.19,640.45,26952.73,17240000.95
1476316800,635.6,639.52,632.25,635.99,25614.65,16387361.92
1476403200,637.92,640.46,630.66,635.6,31421.75,20114873.61
1476489600,637.03,641.4,635.06,637.92,12381.25,7970927.57
1476576000,640.12,642.18,636.39,637.03,12886.16,8306925.43
1476662400,637.37,641.29,634.89,640.12,27691.09,17742610.19
1476748800,635.34,639.34,632.23,637.37,24598.13,15725013.13
1476835200,629.06,637.27,624.09,635.34,35289.02,22379197.69
1476921600,628.34,630.83,625.48,629.06,20943.99,13252110.98
1477008000,630.45,633.26,627.58,628.34,28087.96,17836383.25
1477094400,655.48,659.89,629.72,630.45,37097.19,24154228.12
1477180800,653.03,661.2,648.78,655.48,21907.32,14418212.04
1477267200,650.49,654.32,645.68,653.03,33243.05,21726106.55
1477353600,651,662.54,647.65,650.49,36742.93,24179462.12
1477440000,674.67,678.39,651.39,651,47670.4,31949607.32
1477526400,682.3,687.88,672.26,674.67,46557.39,31862181.34
1477612800,686.24,688.43,678.63,682.3,38968.34,26829414
1477699200,714.95,720.19,685.22,686.24,54028.31,38351348.64
1477785600,697.27,714.91,689.51,714.95,39328.5,27793236.64
1477872000,698.67,707.21,682.17,697.27,38046.55,26687188.09
1477958400,726.76,734.36,695.2,698.67,68064.91,49453950.69
1478044800,733.51,735.78,718.14,726.76,39043.27,28452232.03
1478131200,684.87,744.43,670.4,733.51,96409.44,69067917.54
1478217600,702.08,706.64,681.27,684.87,48235.17,33762721.43
1478304000,702.11,706.38,694.03,702.08,22018.95,15554565.72
1478390400,709.91,714.13,697.63,702.11,25809.88,18363567.63
1478476800,705.4,711.66,698.35,709.91,30743.71,21797370.12
1478563200,710.9,714.63,700.96,705.4,39732.33,28262235.71
1478649600,721.42,741.23,707.13,710.9,70698.2,51548567.54
1478736000,714.57,723.02,707.31,721.42,33327.52,23931322.76
1478822400,714.97,719.79,711.67,714.57,25583.38,18386841.21
1478908800,704.27,717.37,701.08,714.97,27601.81,19677656.63
1478995200,701.97,705.61,685.01,704.27,36136.74,25249834.8
1479081600,704.56,708.03,696.11,701.97,37752.31,26613445.03
1479168000,711.1,716.93,697.91,704.56,41401.17,29562740.26
1479254400,740.28,745.98,708.14,711.1,79569.14,58304902.39
1479340800,737.53,751.91,730.08,740.28,62772.48,46942756.4
1479427200,746.96,751.43,730.95,737.53,39708.18,29666065.54
1479513600,747.89,755.34,737.44,746.96,25625.82,19276573.28
1479600000,728.51,752.26,712.77,747.89,47423.27,34876785.19
1479686400,736.19,744.33,726.55,728.51,32508.2,24010681.87
1479772800,749.34,754.01,730.62,736.19,44441.44,33225195.21
1479859200,741.07,750.93,731.34,749.34,37869.33,28258203.98
1479945600,735.31,744.24,726.19,741.07,37239.41,27531777.52
1480032000,740.39,741.25,728.97,735.31,28846.87,21299510.69
1480118400,734.14,740.96,725.62,740.39,22578.17,16682481.58
1480204800,729.42,738.29,727.11,734.14,21354.15,15735824.63
1480291200,733.3,738.1,727.74,729.42,34117.31,25153838.93
1480377600,732.56,737.04,727.78,733.3,32567.83,24030304.1
1480464000,742.49,745.39,730.57,732.56,39277.45,29210351.41
1480550400,752.63,755.48,741.08,742.49,54029.19,40690942.17
1480636800,770.94,779.02,752.25,752.63,63217.85,48893613.64
1480723200,764.24,772.32,755.81,770.94,38445.54,30234128.1
1480809600,766.39,769.23,758.8,764.24,19163.97,14755120.48
1480896000,754.34,769.18,746.01,766.39,51164.97,39082688.28
1480982400,758.21,762.48,750.91,754.34,33430.33,25497771.6
1481068800,765.56,769.02,754.27,758.21,34864.8,26755412.58
1481155200,768.49,773.41,761.17,765.56,28780.25,22208497.22
1481241600,770.48,773.48,765.03,768.49,24176.98,18722048.47
1481328000,774,776.96,769.19,770.48,18017.98,14049110.07
1481414400,767.91,774.16,763,774,17140.02,13269086.38
1481500800,778.47,781.26,767.86,767.91,28759.72,22442991.37
1481587200,778.74,790.33,767.77,778.47,33108.65,25894856.06
1481673600,776.5,780.77,771.01,778.74,24782.47,19326375.41
1481760000,775.21,780.27,773.12,776.5,26224.24,20452116.66
1481846400,782.05,783.94,773.31,775.21,27607.57,21650384.64
1481932800,787.17,791.57,779.36,782.05,23581.31,18648778.51
1482019200,789.01,791.26,783.8,787.17,14532.68,11525747.48
1482105600,789.79,793.73,786.31,789.01,25460.54,20238681.94
1482192000,799.1,800.02,787.12,789.79,34480.19,27406319.09
1482278400,829.21,833.13,795.98,799.1,65293.55,53411082.07
1482364800,860.15,874.68,828.87,829.21,70557.59,60511618.45
1482451200,917.17,920.26,858.04,860.15,102224.08,91802931.23
1482537600,891.07,920.49,880.79,917.17,46030.07,41576781.41
1482624000,891.07,895.24,851.42,891.07,42483.29,37173377.51
1482710400,898.38,909.32,885.88,891.07,38787.58,35002753.4
1482796800,925.78,937.91,893.38,898.38,49691.61,45966615.06
1482883200,972.17,974.51,925.49,925.78,77285.8,73811803.99
1482969600,971.08,982.57,949.23,972.17,61124.62,59226667.89
1483056000,959.04,971.59,927.4,971.08,70839.81,67449149.3
1483142400,963.38,965.47,942.4,959.04,27559.31,26379401.89
1483228800,995.44,1001.61,956.1,963.38,41148.52,40570922.99
1483315200,1017.05,1031.68,990.2,995.44,64951.63,66038073.34
1483401600,1033.3,1035.47,1006.53,1017.05,54788.01,56085870.7
1483488000,1135.41,1148.54,1022.32,1033.3,156272.17,170584623.04
1483574400,989.35,1150.63,874.53,1135.41,240007.84,244839289.77
1483660800,886.16,1027.42,852.55,989.35,194290.96,179160668.84
1483747200,888.87,900.86,806.66,886.16,130663.09,113037531.71
1483833600,900.86,936.13,875.85,888.87,76905.99,70298340.37
1483920000,899.78,910.47,870.91,900.86,62579.5,55963281.18
1484006400,904.37,911.32,890.12,899.78,53709.46,48644106.82
1484092800,785.43,917.65,751.63,904.37,194436.54,160194109.8
1484179200,810.11,828.21,739.55,785.43,120241.76,93986701.88
1484265600,824.83,835.05,771,810.11,89861.97,72555875.62
1484352000,819.63,838.9,808.27,824.83,44207.74,36594482
1484438400,821.17,826.43,808.63,819.63,24401.41,20004735.1
1484524800,827.34,836.66,817.7,821.17,33222.93,27592899.17
1484611200,899.66,906.38,825.04,827.34,82207.99,72272727.15
1484697600,872.03,913.67,845.87,899.66,69258.17,61042392.11
1484784000,895.21,905.28,870.71,872.03,58440.87,52300814.98
1484870400,892.91,901.49,878.9,895.21,38865.48,34847130.33
1484956800,919.84,928.93,889.46,892.91,40378.21,37129176.59
1485043200,918.84,938.38,888.62,919.84,47927.32,44074299.79
1485129600,921.46,927.98,910.85,918.84,32744.43,30261054.5
1485216000,893.75,925.61,889.15,921.46,58874.32,53468911.31
1485302400,894.41,905.7,883.63,893.75,37902.18,34014866.15
1485388800,915.56,919.32,893.49,894.41,33800.2,30795685.98
1485475200,918.01,922.56,907.92,915.56,30968.49,28503144.41
1485561600,918.51,921.89,912.84,918.01,14307.36,13251844.02
1485648000,914.55,922.4,912.68,918.51,11052.31,10214368.33
1485734400,920.73,922.35,911.51,914.55,19062.15,17604172.47
1485820800,965.49,967.45,917.38,920.73,54670.21,51869216.53
1485907200,982.43,986.57,959.82,965.49,45223.3,44035816.37
1485993600,1003.97,1009.13,973.5,982.43,50863.87,50633910.56
1486080000,1013.02,1023.72,989.21,1003.97,61671.88,62431017.97
1486166400,1031.85,1041.04,1000.41,1013.02,39461.62,40406542.54
1486252800,1016.11,1033.66,1004.05,1031.85,31058.49,31669956.98
1486339200,1024.67,1030.6,1010.83,1016.11,32019.82,32828350.27
1486425600,1049.56,1054.1,1019.87,1024.67,39553.25,41318349.43
1486512000,1055.49,1069.23,1020.33,1049.56,65145.12,68336320.22
1486598400,978.96,1073.03,924.65,1055.49,146746.26,145839317.48
1486684800,997.61,1005.6,947.02,978.96,62132.99,60639111.4
1486771200,1008.32,1014.32,983.93,997.61,28319.39,28504495.1
1486857600,996.52,1007.82,992.45,1008.32,14750.39,14825023.07
1486944000,995.36,1007.61,975.1,996.52,32908.63,32785064.4
1487030400,1008.34,1013.8,986.46,995.36,39537.9,39810076.3
1487116800,1008.19,1010.93,999.73,1008.34,23359.15,23569549.45
1487203200,1031.93,1040.28,1007.39,1008.19,38080.21,39114743.32
1487289600,1049.41,1057.39,1025.87,1031.93,45711.79,47815360.54
1487376000,1052.28,1063.21,1044.68,1049.41,25362.02,26856521.18
1487462400,1048.89,1056.48,1037.67,1052.28,17953.15,18876881.86
1487548800,1077.56,1081.78,1040.99,1048.89,31010.85,32959720.15
1487635200,1119.03,1123.03,1073.54,1077.56,57048.87,62908569.43
1487721600,1120.46,1132.25,1094.83,1119.03,47913.31,53647453.34
1487808000,1171.91,1181.6,1113.54,1120.46,65737.1,75663167.44
1487894400,1176.49,1211.74,1092.41,1171.91,108170.88,126978010.75
1487980800,1149.05,1180.01,1116.21,1176.49,45860.52,53003830.46
1488067200,1171.58,1177.47,1130.61,1149.05,30764.77,35750258.05
1488153600,1188.83,1195.82,1164.27,1171.58,35468.84,42035366.64
1488240000,1189.27,1208.22,1175.75,1188.83,50579.83,60371869.57
1488326400,1222.66,1225.04,1154.55,1189.27,51153.83,61964760.57
1488412800,1255.47,1286.98,1211.96,1222.66,78492.01,98040639.32
1488499200,1283.3,1291.35,1250.8,1255.47,67275.49,85876262.86
1488585600,1264.32,1285.78,1228.73,1283.3,38418.2,48597934.9
1488672000,1271.22,1273.28,1242.1,1264.32,25430.23,32104972.38
1488758400,1277.01,1280.61,1261,1271.22,31026.9,39591110.81
1488844800,1232.69,1280.89,1148.66,1277.01,87722.01,108673876.49
1488931200,1146.97,1242.04,1136.88,1232.69,97875.25,116342973.91
1489017600,1191.33,1206.97,1129.35,1146.97,59860.55,70427061.57
1489104000,1112.39,1330.42,988.69,1191.33,190472.52,223836041.81
1489190400,1179.22,1202.69,1104.78,1112.39,70747.22,82387198.06
1489276800,1225.11,1235.46,1160.9,1179.22,44412.09,53441762.07
1489363200,1238.19,1245.63,1205.61,1225.11,60460.94,74376298.14
1489449600,1243.14,1255.52,1218.38,1238.19,45142.05,56058617.23
1489536000,1253.43,1256.95,1236.43,1243.14,43592.4,54486699.63
1489622400,1172.88,1260.24,1118.96,1253.43,132773.3,159409024.53
1489708800,1071.71,1174.9,1063.48,1172.88,163739,183879768.71
1489795200,971.38,1103.61,940.18,1071.71,210424.36,212772055.65
1489881600,1022.6,1063.67,967.31,971.38,106444.72,108128237.76
1489968000,1047.51,1057.5,1005.05,1022.6,61431.4,63833143.48
1490054400,1121.29,1125.53,1043.87,1047.51,92591.27,101051998.73
1490140800,1044.72,1121.88,997.78,1121.29,115286.08,120730492.05
1490227200,1035.03,1062.79,1022.02,1044.72,56517.89,58898141.13
1490313600,939.7,1038.38,927.35,1035.03,132599.72,130042865.54
1490400000,966.3,995.96,890.43,939.7,127044.59,118395054.45
1490486400,969.44,1004.32,946.65,966.3,85332.41,83255983.42
1490572800,1045.14,1048.85,961.8,969.44,91256.43,92332221.14
1490659200,1044.42,1068.41,1015.45,1045.14,80000.9,83567551.46
1490745600,1041.9,1058.66,1008.34,1044.42,68852.51,71261535.48
1490832000,1037.91,1052.66,1020.93,1041.9,74984.88,77633883.53
1490918400,1079.11,1088.2,1035.18,1037.91,90987.94,96543920.02
1491004800,1086.12,1103.74,1067.47,1079.11,50658.36,55020078.21
1491091200,1097.4,1109.48,1074.21,1086.12,70980.71,77853933.84
1491177600,1147.56,1157.87,1095.55,1097.4,98499.3,111870807.42
1491264000,1141.77,1161.19,1122.15,1147.56,70998.95,81164094.44
1491350400,1129.87,1143.84,1110.06,1141.77,69469.37,78335573.66
1491436800,1188.7,1201.55,1130.51,1129.87,92357.58,108182158.18
1491523200,1190.49,1201.23,1173.18,1188.7,59746.57,71184485.98
1491609600,1180.78,1198.22,1166.65,1190.49,33180.63,39393003.33
1491696000,1204.34,1215.1,1173.99,1180.78,45351.08,54498333.26
1491782400,1206.71,1214.87,1194.81,1204.34,40013.05,48473680.7
1491868800,1220.74,1229.57,1195.76,1206.71,37394.78,45563707.07
1491955200,1212.53,1225.46,1207.36,1220.74,44783.23,54699396.14
1492041600,1176.2,1218.66,1150.29,1212.53,66051.93,78456422.62
1492128000,1177.33,1195.4,1162.16,1176.2,47217.49,56129576.67
1492214400,1176.99,1194.85,841.53,1177.33,28384.58,33877537.21
1492300800,1176.8,1187.97,1166.74,1176.99,18930.29,22538918.55
1492387200,1194.01,1202.97,1172.81,1176.8,46483.54,56095607.39
1492473600,1206.09,1213.88,1191.14,1194.01,52747.52,64900219.25
1492560000,1215.2,1218.21,1194.08,1206.09,43347.15,53034357.1
1492646400,1238.09,1246.64,1210.67,1215.2,55194.86,69223360.98
1492732800,1249.64,1256.97,1235.56,1238.09,41344.02,52498296.85
1492819200,1240.89,1256.97,1215.78,1249.64,43814.59,55776932.72
1492905600,1249.14,1256.23,1223.06,1240.89,42608.01,54224355.75
1492992000,1248.18,1256.36,1234.86,1249.14,38542.24,49281629.32
1493078400,1264.31,1272.62,1244.21,1248.18,43885.78,56659016.28
1493164800,1286.63,1309.2,1263,1264.31,58908.66,77649710.39
1493251200,1332.91,1346.79,1285.3,1286.63,61771.48,83319636.4
1493337600,1329.62,1356.15,1287.62,1332.91,77569.41,104536476.71
1493424000,1336.28,1343.69,1314.15,1329.62,40969.34,55982468.15
1493510400,1351.91,1358.94,1309.66,1336.28,40643.04,55470285.83
1493596800,1415.81,1448.68,1342.78,1351.91,100438.27,144414038.52
1493683200,1445.93,1471.14,1394.83,1415.81,70004.82,103342244.97
1493769600,1485.55,1496.39,1424.05,1445.93,81717.36,122551707.4
1493856000,1516.76,1609.84,1437.11,1485.55,136711.3,213084949.56
1493942400,1507.77,1588.11,1485.01,1516.76,120379.24,188015771.96
1494028800,1545.29,1560.42,1503.93,1507.77,59602.01,92747185.54
1494115200,1554.45,1572.89,1495.18,1545.29,71355.58,111708072.42
1494201600,1664.47,1667.67,1552.86,1554.45,107226.89,174687869.23
1494288000,1697.5,1757.39,1619.97,1664.47,127228.68,219169486.19
1494374400,1752.31,1766.18,1664.99,1697.5,89679.81,156203600.07
1494460800,1819.29,1864.76,1741.54,1752.31,109009,198829123.41
1494547200,1686.39,1822.51,1641.18,1819.29,109341.25,192159873.95
1494633600,1763.74,1770.5,1594.59,1686.39,75467.87,128390095.83
1494720000,1772.55,1802.75,1736.13,1763.74,40635.4,72874378.57
1494806400,1708.92,1776.65,1656.81,1772.55,80241.72,138499150.92
1494892800,1729.34,1752.55,1653.72,1708.92,75541.37,130379207.17
1494979200,1801.3,1842.83,1703.97,1729.34,94618.69,170954154.68
1495065600,1880.99,1980.49,1791.12,1801.3,73095.54,135901905.39
1495152000,1962,1969.7,1875.28,1880.99,98759.13,191523926.23
1495238400,2040.18,2048.45,1944.4,1962,89862.03,179346919.05
1495324800,2044.19,2094.94,1980.07,2040.18,78775.32,161036810.13
1495411200,2124.41,2264.76,1998.61,2044.19,174376.65,373482496.01
1495497600,2272.58,2286.3,2110.78,2124.41,114179.23,251969081.94
1495584000,2445.28,2496.98,2263.29,2272.58,149254.84,353734030.88
1495670400,2307.22,2781.76,2210.48,2445.28,248438.97,622139030.97
1495756800,2244.89,2616.52,2051.45,2306.96,191494.03,441342711.51
1495843200,2052.43,2322.37,1868.56,2244.89,222952.91,446034004.02
1495929600,2189.02,2300.52,2051.07,2052.43,125004.39,266766116.87
1496016000,2278.21,2337.35,2117.34,2189.02,92235.69,204101576.11
1496102400,2192.55,2329.26,2147.1,2278.21,120964.11,270069146.9
1496188800,2303.34,2330.62,2168.37,2192.55,117749.1,261223035.96
1496275200,2412.65,2460.84,2303.34,2303.34,122696.44,290070431.91
1496361600,2492.6,2493.97,2385.59,2412.65,83028.45,199765372.83
1496448000,2545.43,2582.77,2449.95,2492.6,70956.49,177168595.51
1496534400,2524.06,2559.79,2478.18,2545.43,59478.96,149060810.38
1496620800,2704.96,2705.38,2523.92,2524.06,86686.38,225611887.49
1496707200,2870.5,2931.24,2699.68,2704.96,192228.25,538772473.78
1496793600,2691.51,2880.95,2626.56,2870.5,122676.04,340329903.73
1496880000,2798.78,2808.41,2623.61,2691.51,95420.44,260898606.12
1496966400,2811.43,2852.07,2786.07,2798.78,67044.96,189237110.88
1497052800,2900.25,2914.19,2807.36,2811.43,86516.58,246869682.08
1497139200,2973.45,2977.86,2867.25,2900.25,83026.07,241516660.76
1497225600,2656.77,2985.06,2483.63,2973.45,217963.32,585158909.87
1497312000,2712.99,2784.77,2647.44,2656.77,116738.08,314476276.72
1497398400,2467.27,2803.72,2348.99,2712.99,174189.24,448294279.42
1497484800,2442.46,2521.6,2125.56,2467.27,262787.33,606264366.01
1497571200,2508.58,2536.42,2335.28,2442.46,117206.43,286630757.58
1497657600,2655.1,2690.71,2454.81,2508.58,95948.29,246698591.9
1497744000,2539.56,2676.04,2488.59,2655.1,92004.22,235239296.33
1497830400,2616.82,2617.75,2518.78,2539.56,81829.22,210372750.85
1497916800,2754.38,2800.48,2613.98,2616.82,111303.55,300034010.58
1498003200,2677.62,2804.41,2624.35,2754.38,116033.61,313234721.45
1498089600,2722.84,2757.32,2623.17,2677.62,78297.6,210318780.96
1498176000,2710.37,2759.66,2699.48,2722.84,56938.1,155303414.19
1498262400,2590.05,2741.56,2540.35,2710.37,86964.18,228007287.01
1498348800,2541.62,2660.66,2472.37,2590.05,86972.43,220679135.83
1498435200,2446.05,2584.75,2327.26,2541.62,165825.86,401912134.89
1498521600,2583.75,2585.06,2309.63,2446.05,159263.78,381517099.87
1498608000,2577.74,2616.95,2490.11,2583.75,110423.89,279792448.24
1498694400,2558.37,2605.86,2526.51,2577.74,75323.92,191733499.8
1498780800,2480.61,2576.28,2469.54,2558.37,73001.6,183878856.3
1498867200,2424.61,2529.62,2387.47,2480.61,66319.98,160661673.8
1498953600,2536.46,2555.34,2375.86,2424.61,67757.31,165839565.2
1499040000,2572.47,2617.48,2506.3,2536.46,83418.16,212244951.2
1499126400,2617.32,2658.73,2569.99,2572.47,80675.07,210433639.12
1499212800,2627.86,2642.74,2562.04,2617.32,89719.19,232257106.93
1499299200,2614.24,2634.84,2581.8,2627.86,60155.45,156558009.83
1499385600,2513.88,2617.48,2484.73,2614.24,90447.94,229168229.22
1499472000,2564.86,2568.73,2480.62,2513.88,54508.76,136973389.49
1499558400,2511.43,2576.73,2509.65,2564.86,39161.96,99506518.51
1499644800,2344.02,2530.34,2271.79,2511.43,123797.54,297270301
1499731200,2324.29,2412.75,2265.48,2344.02,146630.2,341998621.09
1499817600,2403.09,2424.82,2262.08,2324.29,109522.9,257095280.13
1499904000,2362.44,2436.66,2334.96,2403.09,88166.37,208630220.69
1499990400,2234.17,2370.53,2165.36,2362.44,114411.35,257704533.44
1500076800,1975.08,2237.13,1974.03,2234.17,155317.39,320719096.8
1500163200,1914.09,2044.41,1808.99,1975.08,189643.47,364287861.72
1500249600,2233.39,2233.83,1913.79,1914.09,176887.53,368366495.35
1500336000,2320.23,2400.74,2164.59,2233.39,202621.16,465220151.81
1500422400,2282.58,2412.38,2243.13,2320.23,154319.01,357639189.58
1500508800,2866.02,2932.81,2282.11,2282.58,310335.43,807416890.88
1500595200,2675.08,2873.96,2622.54,2866.02,193756.93,529154789.97
1500681600,2836.53,2876.71,2658.59,2675.08,121917.95,341992860.2
1500768000,2756.61,2856.67,2675.65,2836.53,108229.76,299869260.34
1500854400,2763.42,2798.89,2715.69,2756.61,83009.25,229047365.02
1500940800,2582.58,2779.08,2472.62,2763.42,205883.15,534765380.75
1501027200,2559.21,2631.73,2441.54,2582.58,135502.93,340465234.92
1501113600,2691.88,2712.92,2547.74,2559.21,103832.54,269880857.99
1501200000,2806.75,2843.78,2683.59,2691.88,138904.86,383479795.74
1501286400,2733.5,2812.13,2699.42,2806.75,84491.69,230818894.97
1501372800,2766.49,2773.06,2621.68,2733.5,82717.65,222933516.31
1501459200,2883.27,2916.3,2723.05,2766.49,91115.22,254836601.62
1501545600,2746.99,2946.02,2659.62,2883.27,123174.1,341216428.6
1501632000,2720.53,2773.8,2668.87,2746.99,81817.6,222534344.58
1501718400,2809.99,2822.88,2717.62,2720.53,68102.9,188517085.91
1501804800,2878.49,2892.67,2779.51,2809.99,68760.4,195800289.46
1501891200,3262.8,3344.01,2875.91,2878.49,159402.96,503737620.4
1501977600,3232.03,3295.07,3166.52,3262.8,60660.39,196484496.53
1502064000,3401.91,3425.13,3198.51,3232.03,88111.88,294021645.24
1502150400,3429.38,3494.87,3357.15,3401.91,106940.67,366169429.25
1502236800,3348.79,3437.15,3251.03,3429.38,97062.76,324058681.71
1502323200,3425.67,3453.84,3322.92,3348.79,71000.32,242024460.29
1502409600,3654.37,3706.48,3409.79,3425.67,97564.43,345135492.36
1502496000,3871.62,3967.26,3611.36,3654.37,123593.57,469532325.43
1502582400,4062.6,4189.42,3847.31,3871.62,158586.97,638917500.34
1502668800,4327.94,4336.71,3978.95,4062.6,128460,540927757.84
1502755200,4161.66,4436.48,3837.13,4327.94,211581.81,872840682.33
1502841600,4387.4,4398.06,3938.62,4161.66,112901.04,472960334.46
