42;4321
300;749869
365;33639
404;21227
433;926547
611;20909
808;28223
888;29462
1337;20824
2015;3744
BTC;1182
ETH;7605
LTC;3808
DASH;3807
XMR;5038
NXT;1183
ETC;5324
DOGE;4432
ZEC;24854
BTS;5039
DGB;4430
XRP;5031
BTCD;4400
PPC;2349
CRAIG;4425
XBS;5023
XPY;5030
PRC;3638
YBC;3639
DANK;3640
GIVE;3641
KOBO;3642
DT;3643
CETI;3644
SUP;3645
XPD;3646
GEO;3647
CHASH;3648
SPR;3649
NXTI;3650
WOLF;3653
XDP;3655
AC;4322
ACOIN;4323
AERO;4324
ALF;4325
AGS;4326
AMC;4327
ALN;4328
APEX;4330
ARCH;4331
ARG;4371
ARI;4332
AUR;4333
AXR;4334
BCX;4335
BET;4337
BEAN;4338
BLU;4340
BLK;4339
BOST;4342
BQC;4343
XMY;4345
MOON;4346
ZET;4347
SXC;4348
QTL;4349
ENRG;4350
QRK;4351
RIC;4352
DGC;4353
LIMX;4354
BTB;4399
CAIX;4406
BTE;4401
BUK;4404
CACH;4405
CANN;4407
CAP;4408
CASH;4409
CAT;4410
CBX;4411
CCN;4412
CIN;4413
CINNI;4414
CXC;4415
CLAM;4416
CLOAK;4417
CLR;4418
CMC;4419
CNC;4420
CNL;4421
COMM;4422
COOL;4423
CRACK;4424
CRYPT;4427
CSC;4428
DEM;4429
DMD;4431
XVG;4433
DRKC;4434
DSB;4435
DVC;4436
EAC;4437
EFL;4438
ELC;4439
EMC2;4440
EMD;4441
EXCL;4442
EXE;4443
EZC;4444
FLAP;4445
FC2;4446
FFC;4447
FIBRE;4448
FRC;4521
FLT;4449
FRK;4522
FRAC;4450
FST;4523
FTC;4524
GDC;4526
GLC;4527
GLD;4528
GLX;4529
GLYPH;4530
GML;4531
GUE;4532
HAL;4533
HBN;4534
HUC;4535
HVC;4536
HYP;4537
ICB;4538
IFC;4539
IOC;4540
IXC;4541
JBS;4542
JKC;4543
JUDGE;4544
KDC;4545
KEY*;4546
KGC;4547
LK7;4550
LKY;4551
LSD;4552
LTB;4553
LTCD;4554
LTCX;4555
LXC;4556
LYC;4557
MAX;4558
MEC;4559
MED;4560
MIN;4561
MN;4563
MINC;4564
MRY;4566
MZC;4568
NAN;4569
NAUT;4570
NAV;4571
NBL;4572
NEC;4573
NET;4574
NMB;4575
NRB;4576
NOBL;4577
NRS;4578
NVC;4579
NMC;4580
NYAN;4581
OPAL;4582
ORB;4583
OSC;4584
PHS;4585
POINTS;4586
POT;4587
PSEUD;4588
PXC;4590
PYC;4591
RDD;4592
RIPO;4593
RPC;4594
RT2;4595
RYC;4596
RZR;4597
SAT2;4598
SBC;4599
SDC;4600
SFR;4601
SHADE;4602
SHLD;4603
SILK;4604
SLG;4605
SMC;4606
SOLE;4607
SPA;4608
SPT;4609
SRC;4611
SSV;4613
SUPER;4615
SWIFT;4616
SYNC;4617
SYS;4618
TAG;4619
TAK;4620
TES;4622
TGC;4623
TIT;4624
TOR;4625
TRC;4626
ULTC;4628
UNB;4629
UNO;4630
URO;4631
USDE;5011
UTC;5012
UTIL;5013
VDO;5014
VIA;5015
VOOT;5016
VRC;5017
VTC;5018
WC;5019
WDC;5020
XAI;5021
XBOT;5022
XC;5024
XCSH;5025
XCR;5026
XJO;5027
XLB;5028
XPM;5029
XST;5032
XXX;5033
YAC;5034
ZCC;5035
ZED;5036
BCN;5280
EKN;5281
XAU;5283
TMC;5284
XEM;5285
BURST;5286
NBT;5287
SJCX;5288
START;5289
HUGE;5290
XCP;5292
MAID;5293
007;5294
NSR;5295
MONA;5296
CELL;5297
TEK;5298
BAY;5300
NTRN;5301
SLING;5302
XVC;5303
CRAVE;5304
BLOCK;5305
XSI;5306
BYC;5308
GRC;5309
GEMZ;5310
KTK;5311
HZ;5312
FAIR;5313
QORA;5314
NLG;5315
RBY;5316
PTC;5317
KORE;5318
WBB;5319
SSD;5320
XTC;5321
NOTE;5322
FLO;5325
MMXIV;5326
8BIT;5327
STV;5328
EBS;5329
AM;5330
XMG;5331
AMBER;5332
NKT;5334
J;5335
GHC;5336
DTC*;5337
ABY;5338
LDOGE;5339
MTR;5340
TRI;5341
SWARM;5342
BBR;5343
BTCRY;5344
BCR;5345
XPB;5346
XDQ;5347
FLDC;5348
SLR;5349
SMAC;5350
TRK;5351
U;5352
UIS;5353
CYP;5354
UFO;5355
ASN;5356
OC;5357
GSM;5358
FSC;5359
NXTTY;5360
QBK;5361
BLC;5362
MARYJ;5363
OMC;5365
GIG;5366
CC;5367
BITS;5368
LTBC;5369
NEOS;5370
HYPER;5371
VTR;5372
METAL;5373
PINK;5374
GRE;5375
XG;5376
CHILD;5377
MINE;5379
ROS;5380
UNAT;5381
SLM;5382
GAIA;5383
TRUST;5384
FCN;5385
XCN;5386
CURE;5387
GMC;5388
MMC;5389
XBC;5391
CYC;5392
OCTO;5393
MSC;5394
EGG;5395
C2;5396
GSX;5397
CAM;5398
RBR;5399
XQN;5400
ICASH;5401
NODE;5402
SOON;5403
BTMI;5404
EVENT;5405
1CR;5406
VIOR;5407
XCO;5408
VMC;5409
MRS;5410
VIRAL;6088
EQM;6093
ISL;6094
QSLV;6095
XWT;6096
XNA;6097
RDN;6098
SKB;6099
BSTY;6100
FCS;6101
GAM;6102
NXS;6103
CESC;6104
TWLV;6105
EAGS;6106
MWC;6107
ADC;6108
MARS;6109
XMS;6110
SPHR;6111
SIGU;6112
DCC;6114
M1;6115
DB;6116
CTO;6117
EDGE;6339
LUX*;6341
FUTC;6343
GLOBE;6393
TAM;6411
MRP;6412
CREVA;6451
XFC;6452
NANAS;6453
LOG;6454
XCE;6455
ACP;6476
DRZ;7480
BUCKS*;7481
BSC;7482
DRKT;7483
CIRC;7484
NKA;7559
VERSA;7562
EPY;7564
SQL;7565
PIGGY;7577
CHA;7580
MIL;7581
CRW;7586
GEN;7588
XPH;7590
GRM;7592
QTZ;7595
ARB;7599
LTS;7600
SPC;7624
GP;7625
BITZ;7626
DUB;7627
GRAV;7634
BOB;7635
MNV;7636
QCN;7650
HEDGE;7653
SONG;8682
XSEED;8683
CRE;8692
AXIOM;8693
SMLY;8694
RBT;8695
CHIP;8696
SPEC;8716
UNC;8760
SPRTS;8761
ZNY;8762
BTQ;8763
PKB;8764
STR*;8767
SNRG;8825
GHOUL;8832
HNC;8846
DIGS;12192
EXP;12194
GCR;12217
MAPC;12223
MI;12225
CON;12985
NEU*;13044
TX;13045
GRS;13070
SC;13072
CLV;13074
LYB;13281
BST;15272
PXI;15274
CPC;15282
AMS;15284
OBITS;15323
CLUB;15869
RADS;15870
EMC;15876
HIRE*;15882
EGC;15885
MND;15888
I0C;16123
BTA;16125
DCR;16713
NAS2;16717
PAK;17006
CRB;17547
DOGED;17549
REP;17778
OK;17857
RVR;18180
AMP;18244
HODL;18670
DGD;18907
EDRC;19051
LSK;19745
WAVES;20131
HTC;20153
GAME;20157
DSH;20196
DBIC;20198
XHI;20202
SPOTS;20205
BIOS;20209
CAB;20212
DIEM;20213
GBT;20214
SAR*;20215
RCX;20218
PWR;20236
TRUMP;20270
PRM;20304
BCY;20315
RBIES;20320
STEEM;20333
BLRY;20336
XWC;20338
DOT;20339
SCOT;20342
DNET;20346
BAC;20348
XID*;20387
TCR;20441
POST;20444
INFX;20446
ETHS;20448
PXL;20580
NUM;20583
SOUL;20585
ION;20591
GROW;20600
UNITY;20635
OLDSF;20640
SSTC;20644
NETC;20647
GPU;20650
TAGR;20652
HMP;20655
ADZ;20656
GAP;20659
MYC;20661
IVZ;20679
VTA;20680
SLS;20681
SOIL;20685
CUBE;20688
COIN*;20714
VPRC;20718
APC;20722
STEPS;20724
DBTC;20726
UNIT;20728
AEON;20730
MOIN;20744
SIB;20745
ERC;20748
AIB;20806
PRIME;20814
BERN;20817
BIGUP;20819
KR;20822
XRE;20823
MEME;20825
XDB;20826
ANTI;20828
BRK;20892
COLX;20903
MNM;20905
ADCN;20907
ZEIT;20908
2GIVE;20910
CGA;20911
SWING;20920
SAFEX;20594
NEBU;20980
AEC;20986
FRN;20991
ADN;21007
PULSE;21012
N7;21017
CYG;21213
LGBTQ;21215
UTH;21219
MPRO;21222
KAT;21224
SPM;21229
MOJO;21232
BELA;21239
FLX;21244
BOLI;21357
CLUD;21359
DIME;21365
FLY;21370
HVCO;21374
GIZ;21378
GREXIT;21380
CARBON;21382
DEUR;21384
TUR;21626
LEMON;21641
STS;21650
DISK;21652
NEVA;21669
CYT;21706
FUZZ;21708
NKC;21710
SCRT;21760
XRA;21770
XNX;21773
STAR*;21775
STHR;21833
DBG;21859
BON;21869
WMC;21871
GOTX;21875
FLVR;21878
SHREK;21907
STA*;21981
RISE;22015
REV;22169
PBC;22171
OBS;22177
EXIT;22180
CLINT;22191
CKC;22207
VIP;22212
NXE;22240
ZOOM;22245
DRACO;22248
YOVI;22254
ORLY;22258
INCP;22264
SAK;22268
EVIL;22272
OMA;22280
MUE;22325
COX;22326
BNT;22327
BSD;22329
DES;22330
BIT16;22333
PDC;22352
CMTC;22354
CHESS;22407
SPACE;22410
REE;22418
LQD;22422
MARV;22428
XDE2;22430
VEC2;22434
OMNI;22441
GSY;22453
TKN*;22458
LIR;23423
MMNXT;23425
SCRPT;23429
LBC;23432
SPX;23435
SBD*;23728
CJ;23734
PUT;23737
KRAK;23741
DLISK;23743
IBANK;23745
STRAT;24294
VOYA;24305
ENTER;24307
WGC;24402
BM;24405
FRWC;24866
PSY;24871
XT;24885
RUST;24887
NZC;24892
SNGLS;24926
XAUR;25082
BFX;25238
UNIQ;25594
CRX;25613
DCT;25721
XPOKE;25817
MUDRA;25820
WARP;25822
CNMT;25825
PIZZA;25830
LC;25916
HEAT;25917
ICN;25921
EXB;25925
WINGS;25946
CDX*;26113
RBIT;26121
DCS.;26129
KMD;26132
GB;26194
NEO;27368
ANC;27370
MC;27594
JWL;27674
WAY;27681
TAB;27993
TRIG;27996
BITCNY;28019
BITUSD;28021
ATM*;28023
STO;28025
SNS;28027
FSN*;28081
CTC;28083
TOT;28087
BTD;28089
BOTS;28125
MDC;28128
FTP;28131
ZET2;28136
COV*;28151
KRB;28154
TELL;28172
ENE;28174
TDFB;28176
BLOCKPAY;28204
BXT;28208
ZYD;28216
MST;28219
GOON;28221
VLT;28225
ZNE;28227
DCK;28229
COVAL;28276
DGDC;28278
TODAY;28317
VRM;28323
ROOT;28326
1ST;28328
GPL;28330
DOPE;28332
B3;28333
FX;28336
PIO;28342
PROUD;28431
SMSR;28650
UBIQ;28652
ARM;28654
RING;28657
ERB;28665
LAZ;28700
FONZ;28703
BTCR;28764
DROP*;28767
SANDG;28770
PNK;28772
MOOND;28774
DLC;28776
SEN;28778
SCN;28880
WEX;28882
LTH;28885
BRONZ;28888
SH;28890
BUZZ;28893
MG;29001
PSI;29004
XPO;29008
NLC;29010
PSB;29041
XBTS;29131
FIT;29133
PINKX;29193
FIRE;29196
UNF;29198
SPORT;29200
NTC;29366
EGO;29368
BTCL*;29370
X2;29376
MT;29378
TIA;29455
GBRC;29458
XUP;29460
HALLO;29552
BBCC;29554
EMIGR;29556
BHC;29559
CRAFT;29711
INV;29713
OLYMP;29715
DPAY;29718
ATOM;29721
HKG;29733
ANTC;29758
JOBS;29762
DGORE;29904
THC;29924
TRA;29926
RMS;29928
FJC;29935
VAPOR;30016
SDP;30019
RRT;30020
XZC;30022
PRE;30024
CALC;30029
LEA;30117
CF;30119
CRNK;30121
CFC;30123
VTY;30126
ARDR;30173
BS;30175
JIF;30177
CRAB;30179
HILL;30359
MONETA;30364
EC;30367
RUBIT;30369
HCC;30371
BRAIN;30373
VTX;30377
KRC;30379
ROYAL;30386
LFC;30388
ZUR;30391
NUBIS;30393
TENNET;30421
PEC;30423
GMX;30424
32BIT;30428
GNJ;30521
TEAM;30523
SCT;30536
LANA;30544
ELE;30550
GCC;30566
AND;30568
EQUAL;30883
SWEET;30887
2BACCO;30912
DKC;30920
COC;30925
CHOOF;31002
CSH;31004
ZCL;32544
RYCN;32548
PCS;32686
NBIT;32688
WINE;32691
DAR;32694
ARK;32699
IFLT;32775
ZECD;32777
ZXT;32785
WASH;32870
TESLA;32873
LUCKY;32875
VSL;32880
TPG;32882
LEO;33001
MDT;33004
CBD;33008
PEX;33010
INSANE;33017
GNT;33022
PEN*;33127
BASH;33129
FAME;33268
LIV;33271
SP;33332
MEGA;33393
VRS;33399
ALC;33401
DOGETH;33403
KLC;33405
HUSH;33460
BTLC;33522
DRM8;33524
FIST;33526
EBZ;33636
DRS;33645
FGZ;33866
BOSON;33869
ATX;33871
PNC;33873
BRDD;33875
TIME;33914
BIPC;33936
XNC;33939
EMB;33942
BTTF;33945
DLR;34213
CSMIC;34215
FIRST;34223
SCASH;34225
JIO;34332
IW;34334
JNS;34440
TRICK;34483
DCRE;34487
FRE;34489
NPC;34491
PLNC;34493
DGMS;34496
ICOB;34499
ARCO;34506
KURT;34602
XCRE;34604
ENT;34609
UR;34750
MTLM3;34754
ODNT;34847
EUC;34849
CCX;34851
BCF;34854
SEEDS;35027
XSN;35030
TKS;35124
BCCOIN;35165
SHORTY;35226
PCM;35228
KC;35230
CORAL;35232
BamitCoin;35407
NXC;35678
MONEY;35681
BSTAR;35684
HSP;35687
HZT;35811
CS;35813
XSP;35816
CCRB;35818
BULLS;35821
INCNT;35823
ICON;35825
NIC;35947
ACN;35949
XNG;35953
XCI;35955
LOOK;36984
LOC;36988
MMXVI;36992
TRST;37040
MIS;37190
WOP;37191
CQST;37195
IMPS;37204
IN;37210
CHIEF;37214
GOAT;37356
ANAL;37359
RC;37361
PND;37366
PX;37370
CND*;37746
OPTION;37749
AV;38026
LTD;38030
UNITS;38032
HEEL;38035
GAKH;38277
GAIN;38279
SHIFT;38307
S8C;38310
LVG;38312
DRA;38360
ASAFE2;38367
LTCR;38370
QBC;38371
XPRO;38380
AST*;38959
GIFT;38962
VIDZ;38964
INC;38967
PTA;39698
ACID;39700
ZLQ;39704
RADI;39707
RNC;39710
GOLOS;40806
PASC;40811
TWIST;40839
PAYP;40842
DETH;40845
YAY;40847
YES;40990
LENIN;40992
MRSA;41116
OS76;41122
BOSS;41125
MKR;41192
BIC;41587
CRPS;41590
MOTO;41592
NTCC;41819
XNC*;41866
HXX;41868
SPKTR;41871
MAC;41962
SEL;41967
NOO;41971
CHAO;41974
XGB;41989
YMC;42099
JOK;42101
GBIT;42103
TEC;42106
BOMB;42110
RIDE;42344
PIVX;42433
KED;42435
CNO;42438
WEALTH;42440
IOP;42596
XSPEC;42598
PEPECASH;42663
CLICK;42680
ELS;42685
KUSH;42687
ERY;42694
PLU;42837
PRES;42841
BTZ;42843
OPES;42850
WCT;43042
RATIO;43046
BAN;43247
NICE;43253
SMF;43257
CWXT;43265
TECH;43595
CIR;43598
LEPEN;43602
ROUND;43604
MAR;43814
MARX;43818
TAT;43933
HAZE;43937
PRX;43998
NRC;44001
PAC;44003
IMPCH;44007
ERR;44749
TIC;44752
NUKE;44799
EOC;44803
SFC;44952
JANE;44955
PARA;44957
MM;44959
CTL;45031
NDOGE;45044
ZBC;45250
MLN;45253
FRST;45258
PAY;45260
ORO;45262
TBCX;45609
MCAR;45612
THS;45615
ACES;45617
UAEC;45816
EA;45821
PIE;45832
CREA;48787
WISC;48794
BVC;48800
FIND;48807
MLITE;49600
STALIN;49605
TSE;49610
VLTC;50730
BIOB;50734
SWT;50741
PASL;50754
ZER;51845
CHAT;52008
CDN;52015
NETKO;53174
ZOI;53178
HONEY;53915
MXT;53944
MUSIC;53950
DTB;55540
VEG;55544
MBIT;55547
EDG;55676
B@;56078
BEST;56246
CHC;56249
ZENI;56253
PLANET;56654
DUCK;56678
BNX;56682
BSTK;57466
RNS;57471
DBIX;57481
AMIS;57676
KAYI;57705
XVP;57734
BOAT;57742
TAJ;57750
IMX;58121
CJC;58125
AMY;59304
QBT;59317
SRC*;59966
EB3;59968
XVE;59973
FAZZ;60409
APT;60419
BLAZR;60424
ARPA;60618
UNI;60631
ECO;61047
XLR;61061
DARK;61066
DON;61073
MER;61138
WGO;61667
RLC;61877
ATMOS;61902
ETT;62529
WBTC*;62640
VISIO;62648
HPC;62659
GOT;63304
CXT;63308
EMPC;63312
GNO;66193
LGD;66259
TAAS;66270
BUCKS;66685
XBY;66694
GUP;67096
MCRN;67430
LUN;67447
RAIN;67462
WSX;68084
IEC;68088
IMS;68093
ARGUS;70352
CNT;70365
LMC;70469
TKN;71077
BTCS;71321
PROC;71334
XGR;71862
WRC*;71873
BENJI;71884
HMQ;72438
BCAP;72955
DUO;73132
RBX;73143
GRW;74894
APX;74912
MILO;74924
OLV;75285
ILC;75440
MRT;75475
IOU;77286
PZM;77306
PHR;77337
ANT;78152
PUPA;78172
RICE;78190
XCT;78227
DEA;79849
RED;79864
ZSE;79875
CTIC;79887
TAP;81403
BITOK;81445
PBT;84232
MUU;84247
INF8;84262
HTML5;84752
MNE;84831
DICE;89572
SUB*;100944
USC;100954
DUX;105206
XPS;105220
EQT;105263
INSN;105284
BAT;107672
MAT*;108094
F16;108099
HAMS;112363
QTUM;112392
NEF;112405
BOS;116384
QWARK;116425
IOT;127356
QRL;127667
ADL;127738
ECC*;129013
PTOY;129035
ZRC;129604
LKK;130939
ESP;130951
MAD*;131079
DYN;131111
SEQ;131112
MCAP;131154
MYST;136190
VERI;136211
SNM;136244
SKY;136269
CFI;136984
SNT;137013
AVT;138642
CVC;139467
IXT;141171
DENT;141331
ETHOS;141464
STA;150519
TFL;150545
EFYT;165555
EOS;166503
MCO;166548
NMR;166594
ADX;170452
QAU;170958
ECOB;171390
PLBT;171884
USDT;171986
NANO;172091
AHT;175611
ATB;175618
TIX;175671
CHAN;175683
CMP;176004
RVT;176280
HRB;176336
NIM;176669
8BT;177124
CDT;177139
ACT;177157
DNT;177175
SUR;177462
PING;177503
MIV;177759
BET*;177831
SAN;177863
KIN;177918
WGR;178467
XEL;178861
NVST;178885
FUN;178978
FUNC;179018
PQT;179077
WTT;179109
MTL;179164
HVN;179329
MYB;179345
PPT;179896
SNC;179926
STAR;179947
COR;179980
XRL;179990
OROC;180001
OAX;180013
MBI;180539
DDF;180595
DIM;180678
GGS;180716
DNA;180804
FYN;180820
FND;180840
DCY;181373
CFT;182258
DNR;182288
DP;182325
BTPL;182346
UNIFY;182364
IPC;182396
BRIT;182416
AMMO;182463
SOCC;183189
MASS;184135
LA;184163
IML;184187
XUC;184221
STU;184237
PLR;184298
GUNS;185625
IFT;185669
CAT*;185689
PRO;185695
SYC;185873
IND;185953
AHT*;186064
TRIBE;186253
ZRX;186277
TNT;186309
PRE*;186331
COSS;186335
STORM;186875
NPX;187015
STORJ;187347
SCORE;187431
OMG;187440
OTX;188294
EQB;188300
VOISE;188352
ETBS;188394
CVCOIN;188400
DRP;188523
ARC;188615
BOG;188677
NDC;188787
POE;188811
ADT;188858
AE;190978
UET;191037
AGRS;191142
SAND;188652
XAI*;191228
DMT;192400
DAS;194399
ADST;194530
BCAT;194567
XCJ;194689
RKC;194924
NLC2;195018
LINDA;196541
KING;196560
ANCP;196572
RCC;196591
ROOTS;194906
SNK;196612
CABS;196986
OPT;197054
ZNT;197886
BITSD;198251
XLC;198337
SKIN;198369
MSP;198408
HIRE;198458
REAL;198490
DFBT;198693
EQ;198698
WLK;198703
ONION;198967
BTX;198983
ICE;199004
XID;199026
GCN;199065
ATOM*;199107
MANA;199148
ICOO;199363
TME;199887
SMART;199901
SIGT;200941
ONX;201676
COE;201701
ARENA;201896
WINK;201962
CRM;202049
DGPT;202696
MOBI;202706
CSNO;202714
KICK;202849
SDAO;203183
STX;204716
BNB;204788
CORE;205549
KEN;205967
QVT;205980
TIE;205991
AUT;206001
CTT;206009
GRWI;207931
MNY;208001
MTH;208914
CCC;210595
UMC;213100
BMXT;213113
GAS;213532
FIL;213663
OCL;214738
BNC;215570
TOM;215602
BTM*;218008
XAS;218107
SMNX;218221
DCN;218906
DLT;220204
MRV;221349
MBRS;221350
SUB;221463
MET;221605
NEBL;222085
PGL;222125
XMCC;222133
AUN;222200
